ID,Name,Win,Loss,Draw,height,stance,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg
2783,Saparbeg Safarov,9,3,0,6' 1,1,4.03,48,2.96,47,2.52,41,33,0
2784,Tarec Saffiedine,16,7,0,5' 10,2,4.05,47,3.06,62,0.52,36,84,0.1
2785,Jason Saggo,12,4,0,5' 11,1,2.5,39,2.94,52,2.33,40,23,0
2786,Kiru Sahota,12,3,0,5' 10,1,4.05,52,2.64,41,0.92,33,50,0.5
2787,Tatsuya Saika,11,5,0,6' 0,1,6.67,44,9.91,43,0,0,66,0
2788,Benoit Saint Denis,13,3,0,5' 11,3,5.17,53,4.98,41,3.97,37,68,1.2
2789,Ovince Saint Preux,27,18,0,6' 3,3,3.03,47,3.33,47,1.09,36,67,0.5
2790,Lukasz Sajewski,13,3,0,5' 8,1,2.06,35,3.88,57,1.01,25,66,0
2791,Yukio Sakaguchi,6,7,0,5' 9,1,0.3,25,2.4,50,4.5,100,0,9
2792,Augusto Sakai,16,5,1,6' 3,1,4.6,49,3.83,48,0.23,40,56,0
2793,Alessio Sakara,19,11,0,6' 0,1,3.96,47,2.8,59,2.18,78,62,0
2794,Wataru Sakata,11,14,0,5' 9,3,1.11,61,2.08,31,0,0,0,0
2795,Gokhan Saki,1,2,0,6' 0,1,7.09,58,4.57,53,0,0,100,0
2796,Kazushi Sakuraba,26,17,1,6' 0,3,1.26,41,2.03,51,1.26,31,48,1.7
2797,Hayato Sakurai,38,13,2,5' 7,1,2.45,49,1.94,59,1.87,69,56,0.3
2798,Ryuta Sakurai,24,24,6,5' 7,1,1.8,48,3.44,58,0.52,100,36,1.6
2799,Justin Salas,12,7,0,5' 8,3,3.42,43,2.96,68,2.43,20,0,0
2800,Ivan Salaverry,14,9,0,6' 0,1,3.01,47,1.19,76,0.49,18,36,2.5
2801,Roman Salazar,10,6,0,5' 7,1,1.95,39,2.89,57,1.77,18,50,0
2802,Luis Saldana,16,7,1,5' 11,1,5.16,50,3.65,60,0.64,17,44,0.2
2803,John Salgado,4,8,1,5' 10,0,0.99,50,1.86,40,0,0,50,0
2804,Muslim Salikhov,21,5,0,5' 11,1,3.38,49,2.9,62,1.08,32,72,0
2805,Brandon Saling,8,6,0,5' 10,0,2.88,40,6.08,20,0,0,57,0
2806,Quillan Salkilld,7,1,0,6' 0,1,5.4,55,4.27,43,9,40,100,1
2807,Sean Salmon,18,21,0,5' 10,3,1.49,33,2.03,65,4.06,50,0,0
2808,Boston Salmon,6,3,0,5' 9,3,4.13,37,7.75,59,0,0,100,0
2809,John Salter,14,3,0,6' 1,3,1.68,32,1.68,68,2.85,46,66,0.5
2810,Vinicius Salvador,14,7,0,5' 7,3,5.48,43,6.5,48,0.36,11,86,0
2811,Dylan Salvador,5,2,0,5' 9,3,4.34,37,11.57,46,0,0,0,0
2812,Josh Samman,13,4,0,6' 3,1,2.08,52,2.47,34,1.09,33,33,0.4
2813,Johnny Sampaio,3,1,0,5' 8,1,1.32,40,2.64,50,9.89,50,0,9.9
2814,Josh Sampo,11,5,0,5' 4,1,1.99,36,2.96,55,1.06,33,40,2.1
2815,Diego Sanchez,31,13,0,5' 10,3,2.69,37,3.02,56,1.51,24,46,0.8
2816,Eddie Sanchez,15,8,0,6' 2,1,3.45,43,3.3,43,1.13,26,42,0
2817,Bobby Sanchez,10,35,0,5' 7,1,0,0,0,100,0,0,100,0
2818,Donald Sanchez,31,17,0,5' 10,0,0.58,50,1.16,55,0,0,50,0
2819,Joby Sanchez,11,4,0,5' 6,1,3.22,36,2.82,63,0.95,71,51,0.4
2820,Emmanuel Sanchez,15,3,0,5' 9,0,4.45,35,4.17,55,0.25,6,16,0.5
2821,Andrew Sanchez,13,7,0,6' 1,1,4.3,43,5.1,50,2.55,36,100,0
2822,Robert Sanchez,8,2,0,5' 6,1,0.96,40,1.78,46,3.61,62,50,0.7
2823,Jesse Sanders,23,7,0,6' 0,1,0,0,6.45,35,0,0,50,0
2824,Luke Sanders,13,5,0,5' 6,3,6.61,52,4.37,50,0.71,30,72,0.2
2825,Jerrod Sanders,16,3,0,5' 8,1,0.88,64,1.14,46,2.2,33,50,1.6
2826,Cory Sandhagen,17,5,0,5' 11,2,5.02,44,3.46,56,1.19,32,63,0.3
2827,Joseph Sandoval,7,7,0,5' 7,3,1.82,42,12.12,60,0,0,0,0
2828,Hector Sandoval,14,4,0,5' 2,1,3.31,52,2.33,65,3.49,25,71,1.4
2829,Chris Sanford,5,1,0,5' 11,1,0.23,50,3.22,17,0,0,0,3.5
2830,Roldan Sangcha'an,4,2,0,5' 4,1,2.71,46,2.15,51,1.94,60,68,0
2831,Martin Sano,4,3,1,5' 11,1,4,33,12,40,0,0,0,0
2832,Jonathan Santa Maria,3,4,0,5' 9,0,3.6,51,2.53,74,0,0,80,0
2833,Duda Santana,3,1,0,5' 7,1,6.01,39,2.72,73,6.44,60,0,0
2834,Shaheen Santana,6,1,0,6' 1,1,0.82,42,1.65,40,0,0,0,2.8
2835,Jorge Santiago,25,12,0,6' 1,1,1.69,35,2.62,56,0.58,30,52,0.8
2836,Mike Santiago,19,12,0,5' 10,1,3.44,49,3.58,36,2.66,50,53,1.1
2837,Will Santiago,9,5,0,5' 7,1,1.47,39,5.53,56,1,50,100,0
2838,Richie Santiago,7,2,0,5' 7,3,3.87,49,4.87,42,0,0,25,0
2839,Art Santore,18,8,0,6' 2,0,1.4,12,7.31,52,0,0,100,0
2840,Evangelista Santos,21,18,0,5' 10,1,3.94,36,6.01,49,0.78,100,50,0.4
2841,Luis Santos,63,10,1,6' 1,3,4.4,57,4,64,0,0,0,0
2842,Iliarde Santos,30,13,1,5' 5,1,3,30,6.1,57,1.66,23,83,0
2843,Leonardo Santos,18,7,1,6' 0,1,2.82,46,3.4,54,0.88,25,86,0.2
2844,Thiago Santos,22,11,0,6' 2,1,3.72,48,2.57,53,0.88,33,65,0.1
2845,Bruno Santos,15,2,0,5' 9,1,1.18,46,2.27,56,3,37,66,0.3
2846,Andre Santos,38,10,0,6' 0,0,2.77,34,4.17,41,2.5,29,75,0
2847,Gleristone Santos,33,7,0,5' 9,0,3.4,31,4.4,64,0,0,75,0
2848,Yana Santos,15,8,0,5' 6,1,4.42,58,3.12,50,0.97,53,42,0.1
2849,Taila Santos,19,3,0,5' 6,1,3.39,48,2.64,58,2,76,86,1.1
2850,Marilia Santos,10,3,0,5' 4,1,4.4,54,4.07,53,1,100,66,1
2851,Edivan Santos,12,3,1,6' 4,1,1.55,48,7.09,26,0,0,25,0
2852,Daniel Santos,12,2,0,5' 7,1,4.26,37,5.12,50,1.9,50,73,0
2853,Gabriel Santos,11,2,0,5' 9,1,4.69,59,4.77,47,3.44,52,85,0.8
2854,Luana Santos,8,2,0,5' 6,1,4.28,51,4.15,61,1.62,40,80,1.2
2855,Djorden Santos,10,1,0,6' 0,1,5.67,55,2.73,52,1,50,86,0
2856,Mairon Santos,15,1,0,5' 7,1,4.77,46,1.85,57,0,0,0,0
2857,Bob Sapp,11,20,0,6' 5,1,3.19,55,1.88,49,0.58,100,72,0
2858,Daniel Sarafian,10,6,0,5' 9,1,2.23,46,3.1,58,0.36,7,53,0.7
2859,Jeka Saragih,14,4,0,5' 8,1,2.73,50,2.65,41,2.21,80,66,0.6
2860,Diego Saraiva,22,20,1,5' 6,1,1.64,32,3.58,62,1.33,40,0,0.7
2861,Harris Sarmiento,36,26,0,5' 9,1,0.84,25,3.46,36,2.36,60,57,0
2862,Alexander Sarnavskiy,35,6,0,5' 11,0,1.43,66,2.06,42,0,0,75,0
2863,Yuki Sasaki,25,22,2,6' 2,1,1.09,43,1.2,57,0.43,100,66,0
2864,Kyosuke Sasaki,3,7,4,5' 7,3,0.33,45,0.93,46,0,0,0,0
2865,Yuta Sasaki,21,6,2,5' 10,3,2.16,41,2.5,50,3.03,43,41,1.2
2866,Paul Sass,14,2,0,6' 0,1,0.53,26,1.9,51,0.53,16,33,7.4
2867,Keisuke Sasu,11,3,1,5' 5,2,2.76,49,2.42,48,3.76,40,61,1.9
2868,Masaaki Satake,1,8,1,6' 1,1,1.4,35,3.76,41,0,0,58,0
2869,Takenori Sato,19,11,7,5' 10,3,0.46,33,12.92,9,0,0,0,0
2870,Takashi Sato,16,7,0,5' 10,3,2.21,41,3.73,44,0.76,37,60,0
2871,Jeimeson Saudino,8,5,0,5' 6,0,0.66,30,0.82,84,2.47,50,0,2.5
2872,Ben Saunders,22,13,2,6' 2,1,3.23,50,3.58,51,0.2,40,66,1.3
2873,Chris Saunders,16,8,0,5' 8,0,1.48,22,2.96,75,3.7,100,0,0
2874,Christien Savoie,10,2,1,5' 11,1,1.39,45,6.95,23,0,0,12,0
2875,Lumumba Sayers,6,5,0,6' 0,0,2.54,41,2.37,48,7.63,75,0,2.5
2876,Matt Sayles,8,4,0,5' 7,1,4.83,41,2.81,61,0.36,16,81,0.7
2877,Mikheil Sazhiniani,13,3,0,6' 0,1,2.27,28,3.03,52,0,0,100,0
2878,Mark Scanlon,9,2,0,5' 9,1,2.2,35,3.33,48,3,75,25,2
2879,Eric Schafer,14,8,2,6' 3,1,1.89,34,3.38,56,1.81,36,50,1.8
2880,Kerry Schall,24,13,0,6' 2,1,0.94,11,4.84,63,0,0,0,0
2881,Eric Schambari,15,6,0,5' 11,1,1.43,42,1.07,54,3,42,0,1
2882,Brendan Schaub,10,5,0,6' 4,1,2.92,37,2.22,57,2.32,46,72,0.4
2883,Matheus Scheffel,14,7,0,6' 2,1,1.33,36,3,47,0,0,100,0
2884,Antonio Schembri,5,5,0,5' 9,1,0.72,26,2.12,55,1.31,40,0,0.4
2885,Fabiano Scherner,11,10,0,6' 3,1,1.31,31,3.2,38,1.09,33,40,0
2886,Samy Schiavo,10,6,0,5' 8,1,1.68,34,2.62,38,0.94,50,66,0.9
2887,Pat Schilling,5,2,0,5' 8,1,1.87,26,8.24,52,0,0,0,0
2888,Joe Schilling,2,5,0,6' 3,0,2.84,52,2.64,48,0,0,44,0
2889,Semmy Schilt,26,14,1,6' 10,1,1.2,50,1.31,53,0,0,47,1.1
2890,Colleen Schneider,11,7,0,0,0,2.17,48,2.5,50,2.5,50,60,0
2891,Matt Schnell,16,9,0,5' 8,1,4.39,39,4.64,55,0.56,40,50,1
2892,Alex Schoenauer,15,10,0,6' 3,1,1.22,40,2.27,42,0,0,22,4.9
2893,Bailey Schoenfelder,5,1,0,6' 3,1,0,0,9.86,53,0,0,0,0
2894,Darrill Schoonover,14,8,0,6' 2,1,1.2,33,4.35,38,0,0,50,1.1
2895,Wes Schultz,6,2,0,6' 2,1,5.16,45,5.38,46,3.36,25,0,0
2896,Brian Schwartz,1,1,0,6' 3,1,1.27,44,0.87,45,0,0,50,1
2897,Justin Scoggins,11,5,0,5' 7,3,3.56,51,2.16,55,3.42,63,82,0.5
2898,Brad Scott,11,6,0,6' 1,1,3.52,41,4.31,57,0.32,15,63,0.7
2899,Greg Scott,3,4,0,5' 9,0,3.9,55,7.79,37,11.69,100,0,0
2900,Zachary Scroggin,7,1,0,6' 3,1,2.4,37,8.8,68,0,0,0,0
2901,Mike Seal,13,15,1,6' 4,1,5.5,68,3.33,50,0,0,33,0
2902,Matt Secor,8,4,0,6' 0,0,0.51,20,0.81,50,3.03,100,0,3
2903,Kenneth Seegrist,4,7,0,6' 0,1,3.21,66,1.28,0,0,0,40,14.4
2904,Neil Seery,16,13,0,5' 4,1,3.56,41,3.79,58,0.78,27,53,1.6
2905,Rony Sefo,0,2,0,5' 9,1,0,0,0.43,0,0,0,0,0
2906,Ray Sefo,2,2,0,6' 0,1,0.86,31,1.71,72,0,0,66,0
2907,Brendan Seguin,23,19,1,6' 0,0,2.6,45,0.6,84,5,62,100,0
2908,Stefan Sekulic,12,4,0,6' 0,3,1.83,50,2.83,64,2,33,25,0.5
2909,Pete Sell,10,7,0,5' 11,1,2.6,42,3.65,51,0.91,21,47,0.9
2910,Matthew Semelsberger,11,8,0,6' 1,2,3.77,42,4.24,54,1.01,57,45,0.4
2911,Andrei Semenov,34,9,2,6' 0,1,0.78,15,2.44,60,1.74,80,55,0.4
2912,Mackens Semerzier,8,4,0,5' 9,1,2.91,45,3.48,46,2.14,50,50,2.1
2913,YeDam Seo,7,4,0,5' 3,1,1.07,27,2.4,58,0.5,20,42,0
2914,Kim In Seok,3,6,0,5' 6,1,0.87,37,5.19,60,0,0,0,0
2915,Ray Seraille,8,9,0,6' 3,0,5.29,27,17.65,41,0,0,0,0
2916,Ivan Serati,12,4,0,6' 0,1,0.86,26,5.33,29,0,0,0,0
2917,Alex Serdyukov,8,5,0,6' 2,1,4.94,48,3.1,46,1.84,55,67,1.8
2918,Nicholas Sergiacomi,1,1,0,0,0,4.38,55,3.94,59,0,0,0,0
2919,Matt Serra,11,7,0,5' 6,1,1.98,39,2.64,46,2.05,20,38,0.9
2920,Nick Serra,7,3,0,5' 9,1,0,0,1.73,43,1,10,0,2
2921,Fredy Serrano,3,2,0,5' 3,1,1.58,26,1.89,61,2.84,25,84,0
2922,Carl Seumanutafa,10,8,0,6' 1,1,0,0,3.33,75,0,0,0,0
2923,Igor Severino,8,1,0,5' 7,1,7.17,52,4.33,47,9.69,71,50,0
2924,Rosi Sexton,13,5,0,5' 3,1,3.31,39,7.42,41,0.75,10,80,0
2925,Scott Shaffer,0,1,0,5' 7,1,2.4,67,0.53,50,0,0,72,3
2926,Edmen Shahbazyan,13,5,0,6' 3,1,3.77,50,3.9,46,2.01,38,65,0.5
2927,Leon Shahbazyan,7,2,0,6' 4,1,6.33,52,8.18,32,1.46,50,0,0
2928,Don Shainis,12,5,0,5' 6,1,3.42,50,5.87,31,0.97,25,20,1.9
2929,Liliya Shakirova,8,2,0,5' 4,1,2.7,30,2.58,74,0,0,0,0
2930,Kamal Shalorus,9,5,2,5' 8,1,3.06,32,2.99,70,2.07,50,80,0
2931,Ken Shamrock,28,17,2,6' 1,1,1.47,46,4.3,39,0.94,60,44,2.5
2932,Frank Shamrock,23,10,2,5' 10,1,4.75,53,4.66,57,0.35,50,37,1.1
2933,Shang Zhifa,32,8,0,5' 7,1,1.27,32,1.27,60,2,100,0,0
2934,Sean Sharaf,4,1,0,6' 3,1,7.31,44,9.79,44,2.07,12,0,0
2935,Priya Sharma,5,2,0,5' 1,1,1.33,16,3.2,40,0,0,55,0
2936,Eric Shelton,12,6,0,5' 6,1,2.57,42,1.88,63,2.83,51,46,0.2
2937,Sean Sherk,36,4,1,5' 6,1,2.17,35,2.71,55,4.09,46,56,0.4
2938,Chase Sherman,16,12,0,6' 4,1,6.04,45,6.65,52,0.09,50,74,0
2939,Valentina Shevchenko,24,4,1,5' 5,3,3.16,52,2,64,2.74,64,71,0.3
2940,Antonina Shevchenko,10,4,0,5' 8,3,3.86,55,2.93,52,0.43,42,53,0.4
2941,Shi Ming,17,5,0,5' 2,1,3.48,39,3.24,53,0.37,16,58,0
2942,Katsuyori Shibata,4,11,1,6' 0,1,2.06,35,2.4,53,0.49,50,53,0.7
2943,Jake Shields,31,9,1,6' 0,1,2.45,36,1.8,56,2.83,29,35,1.2
2944,Henrique Shiguemoto,13,4,1,5' 11,1,3.6,33,6,16,0,0,50,0
2945,Shunichi Shimizu,30,18,11,5' 5,1,0.14,33,4.68,30,0,0,0,0
2946,Wade Shipp,11,5,0,6' 3,1,4.29,86,2.14,0,0,0,75,0
2947,Yuya Shirai,26,14,2,5' 8,1,1.02,100,4.07,55,0,0,0,0
2948,Alexander Shlemenko,56,9,0,5' 11,0,4.36,60,1.71,63,0,0,0,0
2949,Josh Shockley,11,4,0,6' 1,1,1.4,33,1.75,60,0,0,61,0.8
2950,Josh Shockman,6,3,0,6' 4,3,0.87,32,0.87,58,0,0,23,0
2951,Akira Shoji,14,17,5,5' 8,1,1.03,34,2.63,53,1.79,73,82,0.4
2952,Liudvik Sholinian,9,4,1,5' 10,1,2.5,30,5.67,55,0,0,66,0
2953,Jack Shore,17,3,0,5' 8,1,3.6,58,2.31,56,3.22,39,74,0.6
2954,Brandon Shuey,7,6,0,5' 7,1,0.68,33,1.36,0,0,0,0,10.2
2955,Ronal Siahaan,7,1,0,5' 7,3,0.63,66,6.17,25,0,0,25,0
2956,Sam Sicilia,15,8,0,5' 8,1,2.46,33,3.55,59,1.45,43,70,0.9
2957,Kiril Sidelnikov,11,4,0,5' 11,0,2.87,28,4.48,61,0,0,0,0
2958,Serhiy Sidey,11,2,0,5' 11,2,4.87,39,4.44,53,0,0,20,1.4
2959,Steven Siler,29,16,0,5' 11,1,3.21,41,2.96,54,0.47,21,55,1.6
2960,Siala Siliga,12,5,0,6' 1,1,1.08,26,1.96,50,1.47,50,80,0
2961,Xavier Siller,5,5,0,5' 5,0,1.02,36,1.53,57,3.83,100,0,0
2962,Assuerio Silva,16,8,0,5' 10,1,1.42,46,4.2,54,2.66,34,25,1.8
2963,Anderson Silva,34,11,0,6' 2,3,3.05,61,2.05,60,0.5,77,69,0.8
2964,Wanderlei Silva,35,13,1,5' 11,1,2.79,40,2.19,60,0.97,53,62,0.6
2965,Thiago Silva,19,6,0,6' 2,1,3.92,50,2.55,67,1.03,47,70,0.7
2966,Paulo Cesar Silva,2,6,0,7' 5,1,0.4,15,2.72,47,0.42,100,16,0.4
2967,Jean Silva,19,12,3,5' 6,1,0.73,22,2.93,52,0,0,0,0
2968,Edson Silva,14,12,0,0,1,2.69,14,5.37,50,0,0,0,0
2969,Sidney Silva,8,4,0,6' 3,3,2.86,65,3.3,34,3.3,100,0,0
2970,Jay Silva,10,11,1,6' 2,3,1.13,34,3.07,40,0,0,38,1
2971,Antonio Silva,19,12,1,6' 4,1,2.89,45,3.09,50,0.82,29,66,0.8
2972,Fabio Silva,1,8,0,5' 11,1,0.09,11,5.9,38,0,0,0,0
2973,Erick Silva,19,9,0,6' 0,1,2.5,48,4.18,49,0.85,35,56,1.4
2974,Leandro Silva,20,6,1,5' 9,1,2.39,48,2.08,63,1.76,37,65,0.4
2975,Claudio Silva,14,4,0,5' 11,3,2.48,42,3,46,2.85,26,44,1.1
2976,Wagner Silva,6,3,0,6' 0,1,1.69,29,2.87,65,0,0,58,0
2977,Rafael Silva,28,6,0,5' 7,0,0.67,50,0.73,67,0,0,25,1
2978,Joaquim Silva,13,6,0,5' 8,3,3.66,43,4.53,53,0.39,50,69,0.8
2979,Felipe Silva,8,2,0,6' 0,1,5.4,50,1.8,59,1,100,71,0
2980,Dayana Silva,7,4,0,5' 7,1,6.33,51,5.93,57,0,0,42,0
2981,Bruno Silva,14,6,2,5' 4,1,3.54,49,4.08,52,1.92,25,60,0.2
2982,Bruno Silva,23,12,0,6' 0,1,3.85,47,5.28,41,0.78,23,74,0
2983,Gabriel Silva,8,2,0,5' 6,1,1.3,34,3.47,45,1.5,25,38,0.5
2984,Jacob Silva,6,4,0,5' 5,1,4.17,44,4.92,56,1.51,100,66,0
2985,Natalia Silva,18,5,1,5' 4,3,5.19,47,2.35,64,0.4,25,91,0
2986,Jansey Silva,7,2,0,6' 2,1,0.46,40,2.32,33,0,0,0,0
2987,Maria Silva,8,1,0,5' 3,1,3,57,1.13,62,2,100,55,0.5
2988,Karine Silva,18,5,0,5' 5,1,3.04,38,3.14,47,2.79,50,0,1.9
2989,Erik Silva,9,3,0,5' 9,1,2.07,70,1.57,40,3.76,80,62,0
2990,Janaina Silva,5,1,0,5' 1,1,0,0,1.5,62,0,0,0,0
2991,Jhonata Silva,8,2,0,5' 5,1,4.86,52,9.85,44,0,0,0,0
2992,Jean Silva,14,2,0,5' 7,1,5.37,52,4.43,57,0.81,50,80,0
2993,Danny Silva,9,1,0,5' 11,2,8.3,58,9.47,59,3,50,100,0.5
2994,Douglas Silva de Andrade,29,6,0,5' 7,1,3.54,38,3.93,57,0.55,42,72,0.2
2995,Leonardo Silva de Oliveira,12,4,0,6' 2,1,1.07,40,0.54,50,24.11,50,0,0
2996,Elias Silverio,13,3,0,5' 11,1,3.67,49,2.97,51,1.62,38,85,0.2
2997,Sim Kai Xiong,5,1,0,5' 5,1,3.19,63,4.56,47,6.84,28,0,0
2998,Jamey Simmons,7,4,0,5' 6,1,0.79,21,1.92,74,0,0,50,0
2999,Ricky Simon,20,6,0,5' 6,1,2.99,43,3.84,61,5.2,44,75,0.3
3000,Aaron Simpson,12,5,0,6' 0,1,3.6,52,2.53,56,3.78,34,83,0.5
3001,Wes Sims,24,14,1,6' 10,1,0.98,51,2.95,37,0,0,40,2.3
3002,Tony Sims,12,4,0,5' 11,3,1.81,63,0.76,65,0.71,50,50,0.7
3003,Everett Sims,4,1,0,6' 5,3,0.81,66,2.19,30,0,0,42,1.2
3004,Lodune Sincaid,15,9,0,5' 9,1,2.72,42,6.17,57,0,0,75,0
3005,Rob Sinclair,13,5,0,5' 8,0,1.2,33,1.73,73,0,0,50,0
3006,Rory Singer,11,9,0,6' 2,1,2.55,39,2.42,63,0.39,25,64,0.8
3007,Rana Rudra Pratap Singh,11,2,0,5' 10,1,0,0,9.05,27,0,0,0,0
3008,Kiran Singh,7,4,0,5' 1,1,0,0,19.51,23,0,0,0,0
3009,Elvis Sinosic,7,11,2,6' 3,1,1.13,37,4.6,53,0,0,0,1.2
3010,Mitchell Sipe,4,1,0,6' 2,1,5.5,56,9.98,46,1.53,20,0,0
3011,Gian Siqueira,19,5,0,6' 1,1,0.8,100,3.41,19,0,0,0,0
3012,Jeremia Siregar,6,3,0,5' 2,1,2.8,42,7.37,29,0,0,75,0
3013,AJ Siscoe,1,2,0,5' 7,0,0,0,0,0,0,0,0,0
3014,Yokthai Sithoar,0,1,0,5' 7,0,0,0,0,0,0,0,0,0
3015,Jeri Sitzes,3,1,0,5' 5,0,0,0,0,0,0,0,0,0
3016,Dennis Siver,23,11,0,5' 6,1,3.87,32,2.67,65,0.87,32,65,0.3
3017,Chas Skelly,19,3,0,5' 11,1,2.01,40,3.21,49,1.74,34,39,2.3
3018,Matt Skelton,0,1,0,6' 3,1,0,0,0.54,0,0,0,66,0
3019,Zach Skinner,10,11,0,5' 6,1,0.53,50,2.4,32,5,27,100,1
3020,Brian Sleeman,9,9,1,5' 8,0,4,48,1.85,70,9.23,100,100,0
3021,Joe Slick,16,5,3,6' 0,1,0,0,0,0,0,0,0,0
3022,Ray Sloan,8,1,0,6' 1,0,0,0,0,0,0,0,0,0
3023,Kestutis Smirnovas,24,8,2,5' 10,1,4.95,52,5.05,54,1.55,50,100,1.6
3024,Maurice Smith,12,14,0,6' 2,1,0.41,46,0.47,60,0.89,50,20,0.9
3025,Patrick Smith,20,17,0,6' 2,1,0,0,0,0,0,0,0,0
3026,Scott Smith,18,11,0,6' 0,1,1.9,27,5.87,50,0.12,6,58,0.5
3027,Eric Smith,1,1,0,0,3,0,0,0,0,0,0,0,0
3028,Josh Smith,9,8,0,6' 0,1,0.73,28,1.4,54,0,0,57,2
3029,David Smith,5,1,0,0,0,0,0,0,0,0,0,0,0
3030,Adam Smith,0,3,0,0,0,0,0,0,0,0,0,0,0
3031,Dillon Smith,0,0,0,6' 0,0,0,0,0,0,0,0,0,0
3032,Trevor Smith,15,10,0,6' 3,1,3.29,55,3.31,51,1.7,32,60,0.7
3033,Anthony Smith,38,21,0,6' 4,1,3.2,49,4.88,45,0.44,23,50,0.6
3034,Colton Smith,7,4,0,6' 0,1,1.64,41,2.3,51,4.09,36,25,1.4
3035,Gilbert Smith,12,6,0,5' 9,3,1.09,41,2.73,35,3.51,60,0,1.2
3036,Leslie Smith,10,7,1,5' 9,1,7.56,40,8.41,51,0,0,62,0
3037,Devonte Smith,11,4,0,5' 9,1,4.55,53,3.91,49,0.35,25,85,0.3
3038,Cole Smith,7,2,0,5' 11,1,1.78,35,1.96,49,1.67,33,45,1.7
3039,Nate Smith,6,1,0,5' 6,2,1.28,38,2.04,35,0,0,33,2.3
3040,Braxton Smith,5,2,0,5' 11,1,6.46,48,11.54,32,0,0,100,0
3041,Elijah Smith,7,1,0,5' 9,1,5,41,5.07,43,5,45,100,1
3042,Jacobe Smith,10,0,0,5' 10,3,7.34,70,1.97,52,11.5,87,0,0
3043,Walter Smith-Cotito,4,5,0,5' 8,0,2.95,36,3.53,68,2.16,33,57,0
3044,Justin Smitley,10,7,1,0,0,0,0,0,0,0,0,0,0
3045,Dmitrii Smoliakov,9,3,0,6' 2,2,1.44,42,3.81,55,0,0,75,0
3046,Louis Smolka,17,9,0,5' 9,1,4.67,47,4.11,53,1.69,35,32,1.8
3047,Cameron Smotherman,12,4,0,5' 9,1,6.25,37,4.56,60,0,0,50,0
3048,Shimon Smotritsky,8,2,0,6' 2,1,3.52,34,8.67,56,3.52,33,50,0
3049,Richie Smullen,3,1,1,5' 9,1,1.98,77,2.26,65,8.49,66,0,0
3050,Devin Smyth,4,2,0,5' 10,2,2.6,68,6.73,25,4,26,100,0
3051,Denis Sobolev,4,7,0,6' 3,1,0,0,5.45,33,0,0,0,0
3052,Peter Sobotta,17,7,1,6' 0,3,2.14,40,2.9,58,1.53,32,77,0.5
3053,Renato Sobral,37,11,0,6' 1,1,2.23,45,1.53,57,2.48,42,65,2.6
3054,Rameau Thierry Sokoudjou,18,18,0,5' 10,1,2.26,45,2.61,56,1.93,47,78,0.9
3055,Alexander Soldatkin,14,4,0,6' 2,1,1.16,60,1.35,26,1.45,50,50,0
3056,Joe Solecki,13,6,0,5' 9,1,1.97,53,1.85,50,2.06,48,14,1.4
3057,Chris Solomon,0,0,0,5' 11,0,0,0,2.8,37,0,0,33,0
3058,Joe Son,0,4,0,5' 4,1,0,0,0,0,0,0,0,0
3059,Paul Song,2,2,0,0,0,0,0,0,0,0,0,0,0
3060,Song Kenan,22,9,0,6' 0,1,4.49,46,5.82,51,0.42,30,73,0
3061,Song Yadong,21,8,1,5' 8,1,4.49,43,3.96,55,0.66,40,72,0.2
3062,YoungJae Song,6,1,1,5' 7,1,3.33,58,2.33,55,0,0,45,0
3063,Emrah Sonmez,14,5,0,5' 10,1,1.47,46,1.73,48,5,21,0,0
3064,Chael Sonnen,29,15,1,6' 1,3,3.08,43,1.1,62,3.81,59,66,0.4
3065,Cody Sons,3,7,0,5' 9,0,0,0,0,0,0,0,0,0
3066,Jin Soo Son,9,4,0,5' 6,1,5.1,36,7.63,52,1.5,25,100,0
3067,Benardo Sopaj,12,3,0,5' 6,1,4.24,56,4.88,49,2.53,71,76,0
3068,Emiliano Sordi,16,7,0,6' 2,1,4.79,50,4.79,48,0,0,100,8.3
3069,Sean Soriano,14,8,0,5' 9,1,3.18,61,2.14,56,1.33,55,52,0
3070,Punahele Soriano,11,4,0,5' 11,3,5,53,3.88,48,1.47,56,37,0
3071,Dmitry Sosnovskiy,11,0,0,6' 3,1,2.95,70,2.53,35,3.16,66,100,3.2
3072,Ben Sosoli,7,3,0,6' 0,3,2.31,31,4.3,47,0,0,0,0
3073,Krzysztof Soszynski,26,12,1,6' 1,4,3.37,39,3.13,58,0.52,25,71,1
3074,George Sotiropoulos,14,7,0,5' 10,1,2.61,27,2.52,67,2.32,31,53,1.6
3075,Greg Soto,9,4,0,5' 11,1,3.21,63,2.61,52,1.49,27,44,1
3076,Alex Soto,8,3,1,5' 8,3,2.95,25,5.02,59,2.82,30,0,0
3077,Joe Soto,18,7,0,5' 6,1,3.36,41,5.37,67,0.85,21,70,1.9
3078,Mario Soto,7,2,0,6' 0,0,1.43,23,5.23,42,0,0,0,0
3079,Andre Soukhamthath,13,8,0,5' 9,1,2.77,44,4.31,49,1.25,53,58,0.2
3080,Mario Sousa,15,3,0,6' 3,1,2.82,50,2.99,28,0.52,25,37,0.5
3081,Bobby Southworth,10,6,0,6' 2,1,0.99,39,1.38,65,3.98,78,64,1.3
3082,Jacare Souza,26,10,0,6' 1,1,2.53,47,2.83,62,2.57,39,57,1.3
