Fighter1_ID,Fighter2_ID,Winner_ID,Method,Round
727,443,443,"Decision (split) (29–28, 28–29, 29–28)",3
1199,2363,2363,KO (punch),3
2323,3130,2323,TKO (punches),2
1764,3678,3678,"Decision (unanimous) (50–43, 50–44, 49–45)",5
1885,1869,1869,"Decision (unanimous) (30–26, 30–26, 30–24)",3
244,309,244,"Decision (unanimous) (29–28, 29–28, 30–27)",3
3421,2190,3421,"Decision (unanimous) (30–27, 30–27, 29–28)",3
3524,3237,3237,"Decision (unanimous) (30–27, 30–27, 30–27)",3
2702,3288,2702,KO (elbows),1
1386,1357,1357,Submission (triangle choke),2
1087,1566,1566,"Decision (unanimous) (29–28, 29–28, 30–27)",3
2041,2492,2492,"Decision (split) (28–29, 29–28, 29–28)",3
1753,2985,2985,"Decision (unanimous) (30–27, 30–27, 30–27)",3
2988,2168,2988,Submission (guillotine choke),1
1351,1531,1351,KO (punch),3
3091,3033,3033,"Decision (split) (28–29, 29–28, 29–28)",3
443,541,541,"Decision (unanimous) (30–27, 30–27, 30–27)",3
1063,2233,2233,"Decision (unanimous) (30–26, 30–27, 30–27)",3
311,2849,311,"Decision (unanimous) (29–28, 29–28, 29–28)",3
2540,3203,3203,KO (punch),1
610,405,610,KO (punches),1
1575,146,146,TKO (punches),1
2345,2290,2345,TKO (punches),1
253,3060,3060,"Decision (unanimous) (29–28, 29–28, 29–28)",3
1107,1622,1107,TKO (punches),1
49,1786,49,TKO (punches and elbows),2
884,547,547,"Decision (unanimous) (30–27, 29–28, 29–28)",3
190,3249,3249,TKO (punches),1
2339,3082,3082,TKO (punches),1
985,267,267,TKO (knee to the body and punches),1
1234,3323,1234,Submission (kimura),2
3327,2249,2249,"Decision (unanimous) (30–27, 30–27, 29–28)",3
3452,193,193,TKO (punches),3
2996,3670,2996,"Decision (unanimous) (29–28, 30–27, 30–27)",3
1514,3578,1514,"Decision (unanimous) (29–28, 30–27, 29–28)",3
3095,3451,3095,"Decision (split) (30–27, 28–29, 29–28)",3
590,1546,590,TKO (punches and knees),4
524,780,780,"Decision (unanimous) (29–28, 29–28, 29–28)",3
1069,2047,1069,Submission (rear-naked choke),1
2015,3545,2015,"Decision (split) (27–30, 30–27, 29–28)",3
2117,2474,2117,"Decision (split) (28–29, 29–28, 29–28)",3
9,117,117,TKO (punches),3
3266,843,3266,TKO (knees and punches),1
1337,856,856,"Decision (unanimous) (29–28, 29–28, 29–28)",3
1327,1282,1327,Submission (guillotine choke),1
653,69,653,Submission (D'Arce choke),1
350,3330,350,No Contest (illegal knee),2
2497,1293,2497,Submission (armbar),1
223,2095,223,TKO (knee),1
1203,2053,2053,TKO (punches),3
3419,2752,2752,TKO (punches and knees),3
1641,2531,2531,"Decision (unanimous) (29–28, 29–27, 29–27)",3
3283,3401,3283,"Decision (split) (29–28, 27–29, 29–28)",3
859,1073,859,"Decision (unanimous) (30–27, 30–26, 30–26)",3
1666,2409,2409,TKO (punches),3
627,1400,1400,"Decision (unanimous) (30–27, 30–27, 30–27)",3
517,1243,517,Submission (guillotine choke),1
1531,48,48,TKO (punches),4
1870,694,694,"Decision (unanimous)  (29–28, 29–28, 29–28)",3
2844,940,940,Submission (guillotine choke),1
1761,3515,1761,"Decision (unanimous) (30–27, 30–27, 30–27)",3
1881,2480,2480,KO (punches),1
2308,1034,2308,TKO (elbows),1
1885,2144,2144,Submission (triangle choke),1
2842,1997,1997,"Decision (unanimous) (30–27, 30–27, 29–28)",3
3610,573,3610,"Decision (unanimous) (29–28, 29–28, 29–28)",3
232,2348,232,"Decision (unanimous) (30–27, 30–27, 29–28)",3
115,1964,115,TKO (punches),1
3064,2763,3064,Submission (guillotine choke),1
394,2384,394,KO (front kick and punches),1
42,912,912,"Decision (unanimous) (30–26, 30–26, 30–27)",3
2575,387,387,KO (punches),1
1381,1231,1381,"Decision (split) (30–27, 28–29, 29–28)",3
1488,1719,1488,"Decision (unanimous) (30–27, 30–27, 30–25)",3
2513,2007,2007,Submission (triangle choke),2
1351,2019,2019,"Decision (unanimous) (30–27, 30–27, 30–26)",3
2959,388,2959,KO (punches),1
363,2522,363,"Decision (unanimous) (29–28, 29–28, 29–28)",3
2082,1047,1047,"Decision (unanimous) (30–27, 29–28, 29–28)",3
2789,779,2789,KO (punches),1
3435,2284,3435,Submission (guillotine choke),1
2147,1487,1487,Submission (armbar),5
1863,857,1863,"Decision (unanimous) (30–27, 29–28, 30–27)",3
3456,1723,1723,KO (head kick and punches),2
483,114,483,TKO (punches and elbows),2
1971,540,1971,Submission (D'Arce choke),2
2032,507,507,"Decision (unanimous) (29–28, 29–28, 29–28)",3
686,1205,1205,KO (punches),2
643,842,643,"Decision (split) (30–27, 27–30, 30–27)",3
1305,3032,1305,"Decision (split) (27–30, 30–27, 29–28)",3
1576,717,717,"Decision (split) (30–27, 28–29, 29–28)",3
2799,2662,2799,"Decision (split) (29–28, 28–29, 29–28)",3
2065,38,2065,Submission (rear-naked choke),2
2963,3524,3524,KO (punches),2
2347,839,839,"Decision (unanimous) (30–27, 29–28, 30–27)",3
1584,1160,1584,"Decision (unanimous) (30–27, 30–27, 29–28)",3
322,2192,2192,"Decision (unanimous) (30–26, 30–27, 29–28)",3
3016,3187,3187,TKO (punches),3
632,1739,632,"Decision (split) (29–28, 28–29, 30–27)",3
3295,2425,2425,"Decision (unanimous) (30–27, 30–27, 29–28)",3
1306,1123,1123,TKO (punches),1
215,2346,215,TKO (leg kicks),2
2047,189,2047,KO (punches),1
2516,2103,2516,TKO (punches),2
3529,2293,3529,Submission (armbar),2
1860,2843,2843,Submission (arm-triangle choke),2
2965,514,2965,KO (punches),1
2973,1327,2973,Submission (arm lock),1
2858,2055,2858,Submission (side choke),1
1459,3553,1459,Technical Submission (triangle choke),1
1750,169,169,Submission (armbar),2
137,2466,137,TKO (elbows and punches),1
43,2974,43,"Decision (unanimous) (30–27, 30–27, 30–27)",3
1339,678,678,"Decision (split) (28–29, 29–28, 29–28)",3
1882,3415,1882,Submission (rear-naked choke),2
3033,2265,2265,Submission (kneebar),1
1292,902,902,"Decision (split) (28–29, 29–28, 29–28)",3
2261,2094,2094,"Decision (unanimous) (30–27, 30–27, 30–27)",3
1474,2532,1474,"Decision (unanimous) (30–27, 30–27, 30–27)",3
2924,696,696,"Decision (unanimous) (29–28, 29–27, 29–28)",3
1513,233,1513,TKO (punches),1
2943,3589,2943,"Decision (split) (27–30, 29–28, 29–28)",3
3153,1662,1662,Submission (guillotine choke),3
2691,2519,2519,"Decision (majority) (29–28, 29–28, 28–28)",3
951,727,727,"Decision (unanimous) (29–28, 29–28, 29–28)",3
569,1893,569,"Decision (unanimous) (29–28, 29–28, 29–28)",3
1440,2400,1440,"Decision (split) (28–29, 29–28, 29–28)",3
2971,3412,3412,TKO (punches),1
781,1397,781,KO (spinning hook kick),3
3246,3249,3249,Submission (guillotine choke),1
1989,1167,1167,KO (knee & punches),1
2298,524,524,"Decision (unanimous) (30–27, 30–27, 30–26)",3
2575,3149,2575,"Decision (split) (28–29, 29–28, 29–28)",3
282,1351,282,"Decision (split) (28–29, 29–28, 29–28)",3
3034,3545,3545,TKO (punches),3
3330,2313,2313,"Decision (unanimous) (30–27, 30–27, 30–27)",3
3279,427,3279,"Decision (unanimous) (29–28, 30–27, 29–28)",3
2739,349,2739,TKO (punches),2
2445,3129,3129,"Decision (unanimous) (30–26, 30–26, 30–27)",3
2700,261,261,KO (spinning heel kick and punches),1
3670,2249,2249,"Decision (unanimous) (30–27, 29–28, 29–28)",3
750,1767,1767,"Decision (unanimous) (28–27, 29–28, 29–28)",3
2668,3323,3323,Submission (arm-triangle choke),1
3283,550,3283,Submission (guillotine choke),2
2553,3269,3269,"Decision (unanimous) (29–28, 29–28, 29–28)",3
2842,42,42,TKO (punches),1
1350,1907,1907,"Decision (unanimous) (29–27, 29–28, 29–27)",3
1807,1067,1807,TKO (punches),2
985,478,985,"Decision (unanimous) (29–28, 29–28, 29–28)",3
1963,1713,1963,KO (punch),3
1501,3064,1501,TKO (punches and elbows),1
301,260,301,"Technical Decision (unanimous) (30–27, 30–27, 29–28)",3
2261,1648,2261,KO (punches),1
1881,694,694,"Decision (unanimous) (30–27, 30–27, 29–28)",3
1283,2081,1283,No Contest (overturned),3
1593,2033,1593,TKO (thumb injury),1
2789,3444,2789,"Technical Decision (majority) (30–28, 30–29, 29–29)",3
2029,1034,2029,TKO (punches),1
475,252,475,Submission (guillotine choke),3
1055,2026,2026,"Decision (unanimous) (29–28, 30–27, 30–27)",3
2959,1357,2959,"Decision (unanimous) (29–28, 29–28, 29–28)",3
1487,772,1487,"Decision (unanimous) (49–46, 48–47, 48–47)",5
839,48,48,"Decision (unanimous) (49–46, 49–46, 48–47)",5
210,2007,210,Submission (arm-triangle choke),4
2755,483,2755,Submission (armbar),1
752,3107,3107,"Decision (unanimous) (50–45, 50–45, 50–45)",5
2049,1293,1293,"Decision (split) (47–48, 48–47, 48–47)",5
3064,1501,1501,TKO (elbows and punches),1
3412,2971,3412,TKO (punches),1
2963,3524,3524,KO (punches),2
2147,1487,1487,Submission (armbar),5
1531,48,48,TKO (punches),4
1293,2497,2497,Verbal Submission (armbar),1
210,3574,210,TKO (spinning back kick and punches),2
1501,1216,1501,"Decision (unanimous) (48–47, 48–47, 49–46)",5
781,3412,3412,TKO (punches),5
1296,3107,3107,"Decision (split) (48–47, 47–48, 48–47)",5
1487,267,1487,KO (punches),1
2755,3232,2755,Submission (armbar),3
2963,3524,3524,TKO (leg injury),2
1515,912,912,Submission (rear-naked choke),4
1069,1231,1069,"Decision (split) (29–28, 28–29, 29–28)",3
3232,3689,3689,TKO (knees and elbow),3
1123,394,394,KO (elbows),1
2812,500,2812,TKO (knees),2
2581,117,117,TKO (punches),1
1319,1964,1319,TKO (elbow),3
2082,2407,2082,Submission (rear-naked choke),1
312,2956,312,"Decision (unanimous) (29–28, 29–28, 29–28)",3
1725,2522,2522,Submission (kimura),1
1716,2178,2178,"Decision (unanimous) (30–27, 30–27, 30–27)",3
2449,627,2449,TKO (punches),2
834,2513,2513,"Decision (split) (28–29, 30–27, 30–27)",3
1066,363,363,Submission (arm-triangle choke),1
3327,520,3327,Submission (rear-naked choke),1
97,3089,97,"Decision (unanimous) (30–27, 30–27, 30–27)",3
1694,69,1694,"Decision (unanimous) (30–27, 30–27, 30–27)",3
1724,1669,1724,Submission (guillotine choke),2
3654,9,9,"Decision (split) (28–29, 29–28, 29–28)",3
3107,752,3107,"Decision (unanimous) (50–45, 50–45, 50–45)",5
1296,590,1296,"Decision (unanimous) (29–28, 29–28, 29–28)",3
1935,857,857,KO (punches),1
454,2666,454,"Decision (split) (29–28, 28–29, 29–28)",3
968,2652,2652,"Decision (unanimous) (30–27, 30–27, 30–27)",3
621,3456,621,"Decision (unanimous) (29–28, 29–28, 29–28)",3
856,496,856,TKO (punches),1
2045,2080,2045,TKO (punches),1
1902,643,1902,"Decision (unanimous) (29–28, 29–28, 29–28)",3
2186,3149,3149,TKO (punches),1
3223,759,759,KO (knee and punches),2
822,2739,2739,"Decision (unanimous) (29–28, 29–28, 30–27)",3
2964,3113,2964,KO (punches),2
1397,3163,1397,TKO (punches),3
2815,1120,2815,"Decision (split) (29–28, 28–29, 29–28)",3
1821,2339,2339,"Decision (split) (28–29, 29–28, 29–28)",3
3610,1339,3610,"Decision (unanimous) (29–28, 29–28, 29–28)",3
196,1604,1604,"Decision (unanimous) (30–27, 30–27, 30–27)",3
3237,1024,3237,"Decision (unanimous) (29–28, 29–28, 30–27)",3
2117,475,2117,"Decision (split) (28–29, 29–28, 29–28)",3
3295,1924,3295,"Decision (unanimous) (30–27, 30–27, 30–27)",3
753,1293,1293,"Decision (unanimous) (50–43, 50–45, 50–45)",5
2763,1216,1216,"Decision (unanimous) (30–27, 30–27, 30–26)",3
2461,1863,1863,"Decision (unanimous) (30–26, 30–26, 30–27)",3
387,3188,387,KO (punches),2
842,3129,842,KO (punches and elbows),1
834,169,169,"Decision (unanimous) (29–28, 30–27, 30–27)",3
2284,2562,2284,"Decision (unanimous) (30–27, 29–28, 29–28)",3
1951,643,643,KO (head kick),2
3330,1777,3330,TKO (knees to the body),2
2502,3016,3016,"Decision (unanimous) (30–24, 30–25, 30–26)",3
1515,38,1515,Submission (rear-naked choke),1
3107,590,3107,"Decision (unanimous) (49–46, 50–45, 50–45)",5
1296,1546,1296,KO (punch),1
1724,482,482,"Decision (split) (28–29, 29–28, 29–28)",3
319,780,780,"Decision (unanimous) (30–27, 30–27, 30–27)",3
1066,1362,1066,"Decision (unanimous) (29–27, 29–28, 30–26)",3
2793,621,621,DQ (punches to the back of the head),1
1186,744,744,Submission (rear-naked choke),1
1902,3153,1902,"Decision (unanimous) (30–27, 29–28, 30–27)",3
496,678,496,"Decision (split) (28–29, 29–28, 29–28)",3
2660,1893,2660,"Decision (unanimous) (30–27, 30–27, 29–28)",3
2058,1067,2058,Submission (armbar),1
2959,856,856,"Decision (unanimous) (30–27, 30–27, 30–27)",3
996,1733,1733,KO (punch),1
2257,2965,2965,No Contest (overturned),3
1604,3269,1604,"Decision (unanimous) (30–26, 30–27, 30–27)",3
686,1120,1120,"Decision (split) (28–29, 29–28, 29–28)",3
3676,3334,3334,"Decision (unanimous) (29–28, 30–27, 29–28)",3
2117,1379,2117,"Decision (unanimous) (30–25, 30–27, 30–27)",3
443,3263,443,"Decision (split) (28–29, 30–27, 30–27)",3
3369,1807,1807,"Decision (unanimous) (29–28, 30–27, 29–28)",3
720,1024,1024,"Decision (unanimous) (30–27, 29–28, 29–28)",3
394,2971,2971,TKO (punches),1
1324,857,857,"Decision (unanimous) (29–28, 29–28, 29–28)",3
985,772,772,TKO (punches),2
843,2258,843,Technical Submission (guillotine choke),1
507,1488,1488,KO (punches),2
2516,3000,2516,KO (punches),2
2551,1777,1777,"Decision (split) (28–29, 29–28, 29–28)",3
2725,3460,3460,Submission (rear-naked choke),1
2307,2407,2307,"Decision (unanimous) (30–27, 29–28, 30–27)",3
1258,3373,3373,Submission (rear-naked choke),2
2963,336,2963,TKO (knee to the body and punches),1
1306,2293,2293,Submission (armbar),2
3249,1907,3249,TKO (doctor stoppage),2
966,2973,966,"Decision (unanimous) (30–27, 29–28, 29–28)",3
2547,694,694,Submission (anaconda choke),2
1898,3149,1898,Submission (neck crank),1
1459,2956,1459,TKO (punches),2
3283,3323,3283,"Decision (unanimous) (29–28, 29–28, 29–28)",3
363,1046,363,"Decision (unanimous) (30–27, 30–27, 30–27)",3
986,2144,2144,Submission (rear-naked choke),3
466,454,454,"Decision (unanimous) (29–28, 29–28, 29–28)",3
1924,1873,1924,"Decision (split) (28–29, 29–28, 30–27)",3
261,1501,1501,Submission (americana),4
267,1487,1487,"Decision (split) (48–47, 47–48, 49–46)",5
301,3113,301,"Decision (unanimous) (29–28, 29–28, 29–28)",3
1240,1350,1240,"Decision (unanimous) (29–28, 30–27, 30–27)",3
2347,3187,3187,KO (punch),1
1881,2532,1881,Submission (armbar),2
1167,818,1167,"Decision (unanimous) (29–28, 30–27, 29–28)",3
275,2519,2519,"Decision (unanimous) (29–28, 29–28, 29–28)",3
1321,375,375,"Decision (unanimous) (29–28, 29–28, 29–28)",3
189,3281,189,KO (punch),1
1036,3514,1036,Submission (rear-naked choke),1
2296,370,2296,TKO (punches),1
483,2755,2755,Submission (armbar),1
1870,1292,1870,"Decision (split) (28–29, 29–28, 29–28)",3
912,2058,912,Submission (rear-naked choke),1
2258,2015,2015,"Decision (unanimous) (30–27, 30–27, 30–27)",3
1653,1723,1723,TKO (knee and punches),1
1486,2882,2882,"Decision (unanimous) (30–27, 30–27, 30–27)",3
540,1670,540,Submission (rear-naked choke),2
282,1181,282,"Decision (split) (28–29, 29–28, 29–28)",3
978,3153,3153,"Decision (split) (28–29, 29–28, 29–28)",3
1458,2691,2691,Submission (Suloev stretch)[11],1
1885,1918,1885,"Decision (unanimous) (30–27, 30–27, 29–28)",3
3451,427,427,"Decision (unanimous) (30–27, 29–28, 29–28)",3
210,2007,210,Submission (arm-triangle choke),4
2531,3187,3187,"Decision (unanimous) (29–28, 30–27, 30–27)",3
1923,744,1923,TKO (retirement),1
2835,2262,2262,"Decision (unanimous) (29–28, 29–28, 30–27)",3
3246,1474,3246,"Decision (unanimous) (29–27, 29–28, 29–28)",3
986,898,986,"Decision (unanimous) (29–28, 29–28, 30–27)",3
507,2866,507,"Decision (unanimous) (30–27, 30–27, 29–28)",3
2336,1191,2336,"Decision (unanimous) (29–28, 29–28, 30–27)",3
3515,2257,3515,TKO (knees & punches),2
1114,1258,1258,"Decision (unanimous) (30–27, 30–27, 29–28)",3
839,48,48,"Decision (unanimous) (49–46, 49–46, 48–47)",5
2971,2384,2971,KO (punches),3
966,1898,1898,"Decision (unanimous) (30–27, 30–27, 30–27)",3
1997,267,267,"Decision (unanimous) (29–28, 29–28, 29–28)",3
3283,818,818,"Decision (split) (29–28, 28–29, 29–28)",3
1324,3589,3589,KO (punches),1
842,3386,3386,"Decision (split) (29–28, 28–29, 29–28)",3
1618,463,1618,Submission (rear-naked choke),3
2675,951,2675,TKO (punches),2
1487,772,1487,"Decision (unanimous) (48–47, 49–46, 48–47)",5
1442,3249,3249,"Decision (unanimous) (30–27, 30–27, 29–28)",3
524,2497,2497,KO (body kick),1
1641,1700,1700,TKO (elbows),2
1167,3573,1167,KO (elbows and punches),1
1203,1337,1203,"Decision (split) (28–29, 30–27, 29–28)",3
3165,1663,1663,"Decision (unanimous) (30–27, 30–27, 30–27)",3
1983,190,190,Submission (guillotine choke),1
1513,2773,1513,TKO (punches),2
3095,2249,2249,Submission (arm-triangle choke),3
2103,3281,2103,"Decision (unanimous) (30–27, 30–27, 30–27)",3
772,1487,1487,"Decision (unanimous) (49–46, 48–47, 48–47)",5
48,839,48,"Decision (unanimous) (49–46, 49–46, 48–47)",5
210,2007,210,Submission (arm-triangle choke),4
483,2755,2755,Submission (armbar),1
3107,752,3107,"Decision (unanimous) (50–45, 50–45, 50–45)",5
1293,2049,1293,"Decision (split) (47–48, 48–47, 48–47)",5
3064,1501,1501,TKO (elbows and punches),1
2971,3412,3412,TKO (punches),1
3524,2963,3524,KO (punches),2
2147,1487,1487,Submission (armbar),5
48,1531,48,TKO (punches),4
1293,2497,2497,Verbal Submission (armbar),1
210,3574,210,TKO (spinning back kick and punches),2
1501,1216,1501,"Decision (unanimous) (48–47, 48–47, 49–46)",5
3412,781,3412,TKO (punches),5
3107,1296,3107,"Decision (split) (48–47, 47–48, 48–47)",5
1487,267,1487,KO (punches),1
3232,2755,2755,Submission (armbar),3
2963,3524,3524,TKO (leg injury),2
781,3412,3412,"Decision (unanimous) (50–45, 50–43, 50–44)",5
1719,2081,2081,"Decision (unanimous) (29–28, 29–28, 29–28)",3
260,2339,2339,"Decision (unanimous) (30–27, 29–28, 30–27)",3
401,1739,401,"Decision (unanimous) (29–28, 29–28, 29–28)",3
2513,3574,3574,"Decision (split) (30–27, 28–29, 30–27)",3
2474,316,2474,TKO (punches),1
3401,1205,3401,"Decision (split) (30–27, 27–30, 30–27)",3
1488,1535,1535,"Decision (unanimous) (30–27, 30–27, 30–27)",3
2147,478,2147,Submission (guillotine choke),3
2111,2261,2261,TKO (punches),1
3034,2652,3034,"Decision (unanimous) (30–27, 30–27, 30–26)",3
722,233,233,KO (punches),2
383,2531,2531,Submission (D'Arce choke),1
1282,2575,2575,TKO (knee and punches),1
1593,2512,1593,KO (suplex and punches),1
511,3470,3470,Technical Submission (triangle choke),2
822,3431,3431,KO (punch),1
2668,577,2668,Submission (armbar),3
859,2414,859,"Decision (unanimous) (30–25, 30–25, 30–26)",3
2094,3163,3163,TKO (punches),2
2780,1253,1253,"Decision (unanimous) (29–28, 29–28, 30–27)",3
2513,1440,2513,KO (punch),1
3573,2866,3573,Submission (armbar),1
1274,1893,1274,"Decision (unanimous) (30–27, 30–27, 30–27)",3
1847,2088,2088,TKO (knee injury),1
1923,1621,1923,TKO (doctor stoppage),2
602,2336,602,"Decision (split) (29–28, 27–30, 29–28)",3
3237,3515,3237,"Decision (split) (30–27, 28–29, 29–28)",3
1483,2262,2262,Submission (rear-naked choke),1
3103,1051,1051,TKO (punches),2
2239,961,961,"Decision (unanimous) (30–27, 29–28, 29–28)",3
2788,2124,2788,TKO (punches),2
2023,1824,1824,"Decision (unanimous) (30–27, 29–28, 29–28)",3
2358,846,2358,"Decision (unanimous) (30–27, 30–27, 29–28)",3
2703,237,237,Submission (arm-triangle choke),1
2259,917,2259,"Decision (unanimous) (30–27, 30–27, 30–27)",3
3160,17,3160,"Decision (unanimous) (49–46, 49–46, 49–46)",5
3461,3339,3461,Submission (Ezekiel choke),2
1554,787,1554,"Decision (unanimous) (30–27, 29–28, 29–28)",3
1704,3202,3202,KO (punches),1
3346,2451,2451,KO (punches),1
1467,1929,1929,TKO (arm injury),2
2188,1902,2188,"Decision (unanimous) (29–28, 29–28, 29–28)",3
3651,2098,2098,Technical Submission (rear-naked choke),1
1521,639,1521,Submission (rear-naked choke),1
1170,2939,1170,"Draw (split) (48–47, 47–48, 47–47)",5
1349,726,726,"Decision (split) (28–29, 29–28, 29–28)",3
2744,2109,2744,TKO (punches),1
1083,3671,3671,Submission (anaconda choke),2
2263,2396,2263,"Decision (unanimous) (29–28, 29–28, 30–27)",3
2624,1105,1105,Submission (rear-naked choke),2
1009,1650,1650,KO (punch to the body),2
526,1691,526,No Contest (premature stoppage),1
1460,611,611,"Decision (unanimous) (30–27, 30–27, 29–28)",3
2641,458,458,TKO (punches),1
1920,1637,1637,"Decision (unanimous) (30–24, 30–25, 30–27)",3
967,1048,1048,TKO (knee injury),2
2107,1402,2107,"Decision (unanimous) (30–27, 29–28, 29–28)",3
3509,2709,2709,TKO (punches),2
969,242,242,Submission (rear-naked choke),2
2605,1520,1520,Submission (guillotine choke),1
1481,143,1481,"Decision (unanimous) (30–27, 30–27, 29–28)",3
944,2032,2032,TKO (punches),3
1911,398,398,DQ (illegal elbow),1
3372,586,3372,"Decision (unanimous) (30–27, 29–28, 29–28)",3
215,3657,215,"Decision (unanimous) (49–46, 48–46, 48–46)",5
139,1899,139,"Decision (unanimous) (29–28, 29–28, 29–28)",3
3625,1952,1952,TKO (leg kick),2
2470,2492,2470,TKO (punches),1
2777,2716,2716,"Decision (unanimous) (30–27, 30–27, 29–28)",3
392,856,856,Submission (rear-naked choke),3
1220,36,1220,"Decision (unanimous) (30–27, 30–27, 30–27)",3
3637,803,803,"Decision (unanimous) (30–27, 29–28, 29–28)",3
1903,3459,1903,TKO (head kick and punches),1
3371,542,542,"Decision (majority) (29–27, 29–27, 28–28)",3
124,3475,124,No Contest (illegal knee),1
62,93,62,TKO (knee and punches),1
2314,1035,2314,Submission (guillotine choke),1
2125,859,2125,Submission (arm-triangle choke),3
1302,236,236,No Contest (accidental groin strike),2
183,814,814,"Decision (unanimous) (29–28, 29–28, 29–28)",3
1527,366,366,KO (punches),3
2224,3587,2224,"Decision (unanimous) (29–28, 29–28, 29–28)",3
78,1780,78,"Decision (unanimous) (50–44, 50–44, 50–45)",5
672,332,672,TKO (knee and punches),2
2245,1988,2245,"Decision (unanimous) (30–27, 29–28, 29–28)",3
1890,340,340,"Decision (unanimous) (30–27, 29–28, 29–28)",3
3664,918,918,"Draw (majority) (29–28, 28–28, 28–28)",3
415,2491,2491,KO (punch),2
1111,1332,1332,"Decision (unanimous) (30–27, 29–28, 29–28)",3
2177,2772,2177,TKO (punches),2
2471,2560,2471,TKO (elbows),2
166,2443,166,KO (punches),1
736,114,114,TKO (punches),2
1012,2788,2788,KO (head kick),1
1826,2779,1826,KO (punches),1
880,618,880,"Decision (unanimous) (29–28, 29–28, 29–28)",3
2654,1105,1105,"Decision (split) (27–30, 29–28, 29–28)",3
2619,2690,2619,Submission (armbar),1
342,2781,2781,"Draw (majority) (29–28, 28–28, 28–28)",3
1137,1878,1137,TKO (elbow and punches),1
1553,505,505,"Decision (unanimous) (30–27, 30–27, 30–27)",3
3387,339,3387,"Decision (unanimous) (29–28, 29–28, 29–28)",3
438,870,870,TKO (punches),1
67,633,67,Submission (rear-naked choke),3
1980,2154,2154,"Decision (unanimous) (30–27, 29–28, 29–28)",3
1369,1737,1369,Submission (rear-naked choke),1
3216,25,3216,Submission (rear-naked choke),3
2646,2525,2646,TKO (spinning wheel kick and punches),3
379,2447,379,Submission (ninja choke),2
1497,122,1497,Submission (rear-naked choke),3
3288,817,817,TKO (punches and elbows),2
1868,2427,2427,"Decision (unanimous) (29–28, 29–28, 29–28)",3
56,2859,2859,KO (punches),1
2565,2479,2479,"Decision (unanimous) (29–27, 29–28, 29–28)",3
2335,2175,2335,No Contest (premature stoppage),3
895,1498,895,"Decision (unanimous) (29–28, 29–28, 29–28)",3
1109,2118,2118,"Decision (unanimous) (29–28, 29–28, 29–28)",3
688,3331,3331,KO (punches),1
1177,3349,3349,KO (punches),1
981,948,948,"Decision (unanimous) (30–27, 30–27, 30–27)",3
356,1069,356,Submission (kimura),3
2978,1203,2978,"Decision (unanimous) (29–28, 29–28, 29–28)",3
3144,3070,3144,Submission (rear-naked choke),2
179,3232,3232,Submission (rear-naked choke),3
398,2626,398,KO (slam and punches),1
3056,1633,1633,KO (slam),1
263,2541,263,TKO (punches),2
3347,1134,1134,Submission (rear-naked choke),2
1254,1376,1254,"Decision (split) (29–28, 28–29, 29–28)",3
628,844,844,"Decision (unanimous) (49–46, 49–46, 49–46)",5
2761,2413,2413,"Decision (unanimous) (50–45, 50–45, 49–46)",5
2596,3279,2596,Submission (rear-naked choke),2
2521,933,2521,"Decision (unanimous) (30–27, 30–27, 30–27)",3
2107,871,871,KO (punch),1
1449,2057,2057,"Decision (unanimous) (29–28, 29–28, 29–28)",3
2742,45,45,"Decision (unanimous) (29–28, 29–28, 29–28)",3
1054,1579,1054,KO (punch),1
670,2326,670,Submission (armbar),2
3357,823,3357,Submission (face crank),2
79,954,954,TKO (punches),1
1075,409,1075,TKO (punches),2
3475,124,124,KO (punches),2
270,2081,2081,Submission (face crank),3
244,2999,244,"Decision (unanimous) (30–27, 30–27, 29–28)",3
943,1275,943,KO (punches),1
610,145,610,"Decision (unanimous) (29–28, 29–28, 29–28)",3
2429,2910,2429,"Decision (unanimous) (30–27, 30–27, 30–27)",3
2016,327,2016,TKO (spinning wheel kick and punches),2
1707,237,237,"Decision (unanimous) (30–27, 30–27, 30–27)",3
3572,2967,2967,TKO (punches),1
2175,2297,2175,TKO (punches),1
3160,798,798,"Decision (split) (47–48, 48–47, 48–47)",5
413,2464,2464,"Decision (unanimous) (49–46, 49–46, 49–45)",5
1885,1912,1885,TKO (punches),3
665,229,665,"Decision (split) (30–27, 28–29, 30–27)",3
66,907,907,"Decision (unanimous) (29–28, 29–28, 29–28)",3
146,1566,146,"Decision (unanimous) (29–28, 29–28, 29–28)",3
3592,1520,3592,"Decision (split) (28–29, 29–28, 29–28)",3
3238,2958,3238,"Decision (split) (28–29, 29–28, 29–28)",3
3433,2692,2692,TKO (punches),2
1698,2439,2439,Submission (rear-naked choke),1
445,1460,1460,Submission (anaconda choke),3
1139,971,971,Submission (anaconda choke),2
774,1410,1410,"Decision (majority) (49–44, 47–47, 48–46)",5
769,2123,2123,"Decision (unanimous) (29–28, 29–28, 29–28)",3
390,2804,390,KO (punch),1
139,2985,2985,"Decision (unanimous) (29–28, 29–28, 29–28)",3
1597,2197,1597,No Contest (accidental eye poke),1
3367,2590,2590,TKO (punches),1
1998,259,1998,Submission (armbar),1
1906,1498,1498,"Decision (unanimous) (29–28, 29–28, 29–28)",3
1142,2717,1142,TKO (punches),1
295,1754,1754,"Decision (unanimous) (30–27, 30–27, 30–27)",3
3143,486,486,TKO (punches),3
